Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.23172029783639 77.99766492607141,,,,27.15355735299795 77.96125399622251,
27.232539255269906 78.0184471639134,,,,27.113813089974418 77.99898297700014,
27.2187981518064 77.9476113744635,,,,27.153062085126656 78.01205234311247,
27.147101331104885 78.02600219459292,,,,27.22335502935367 77.98939050464399,
27.126766260233236 78.02560954867019,,,,27.13996746152591 78.02665607108953,
27.22034289309652 77.98458419299767,,,,27.19289363922411 77.9889075862973,
27.23336843191036 78.04686314757657,,,,27.22198418966791 78.02633328313911,
27.249658024331076 78.03879276306617,,,,27.244507307991757 77.98514302991987,
27.23646667722436 77.88993247413721,,,,27.196457324313197 78.06123658894911,
27.209258850928766 77.94673367452693,,,,27.18111171613538 78.04525612248854,
27.196606257676255 77.93683012851007,,,,27.143466122284085 77.99814807055233,
27.208076560520233 78.04596776416255,,,,27.178342293903928 78.01394790689484,
27.227173726920693 77.9986757417734,,,,27.174937441861562 77.94832092391198,
27.1908201390907 78.05774668875084,,,,27.187669708633074 78.02034134819037,
27.186143045639774 77.961756886459,,,,27.17007880425129 78.060671396516,
27.179228886688968 77.99066709942937,,,,27.170612558122155 77.97767211778454,
27.160405406884475 78.05452279063356,,,,27.207293730128217 77.95636096489115,
27.236419836133578 77.89275804350508,,,,27.16534296266549 78.01362073425473,
27.200306830976036 77.96471993361145,,,,27.22868618516459 77.99370955009441,
27.159820980285932 78.05211175847634,,,,27.19146247218699 77.95260584306516,
27.19762252541 77.96639744729531,,,,27.11979361350846 78.02484782443383,
27.118139404268117 77.99832840859031,,,,27.207719185347635 77.92199596519076,
27.17905501393858 78.06506424023088,,,,27.19067889623748 77.97736395959983,
27.18183701550371 77.94783300927116,,,,27.217745971441733 77.98051318740293,
27.239275351205418 77.93977283649582,,,,27.19389977141344 77.96018626852093,
27.219978345753518 77.99966465736884,,,,27.14961112023 78.0398409365206,
27.16867277141837 77.9733812200948,,,,27.17100626192335 77.98072662370527,
27.17330841184901 77.9669625459067,,,,27.2368903481887 78.00646398031357,
27.14163451611229 78.04474486273705,,,,27.234942058142202 77.95412443712756,
27.159150594213678 77.95887121170283,,,,27.227919504558802 77.9079103936489,
27.17780154373879 77.9447389885038,,,,27.16752739578106 78.03504643382448,
27.181786533752902 77.99309923983142,,,,27.183667951984347 78.01320650889373,
27.152587455026392 77.96571702927228,,,,27.217116724358043 77.93783916722964,
27.232520446464907 78.02734275472072,,,,27.236181446149487 77.94480096286918,
27.147795546933008 77.97836345517128,,,,27.11704878002447 78.02707377360262,
27.230685886499177 77.99044096869689,,,,27.235856636612215 77.99988772544701,
27.20448884350011 78.04448460760551,,,,,
27.13159292262678 78.00506708744861,,,,27.12143894758161 78.01360760916924,
27.15275696470854 78.00030081912145,,,,27.193777586313047 78.01076304028278,
27.145035908654435 78.02052476071964,,,,27.20700325310507 77.94502693158569,
27.235546998370722 77.8928312516001,,,,27.182049477649887 78.05970050779167,
27.250532682292736 78.03173493380793,,,,27.23423943477779 78.01575515676791,
27.177827561359546 77.94712708843194,,,,27.122921518562613 78.040383854821,
27.167334799300214 77.96391496173754,,,,27.202667234364156 78.03310815498908,
27.13416745890196 78.01181418660228,,,,27.150793580437835 78.07002855312716,
27.160865167834917 77.95630690693801,,,,27.159898952511547 78.00340458189184,
27.209411954781142 77.95342050387858,,,,27.221031431614573 77.96358795899079,
27.164155924214366 77.98311980343148,,,,27.1760636860651 77.96045334841358,
27.223502960425716 78.01104201072152,,,,27.205596881062668 78.0357050649252,
27.205748511806767 78.05397903265764,,,,27.253033838133764 78.04746016624179,
27.22831714309458 77.95851669476562,,,,27.174142535180792 78.02258897881151,
27.21080682249144 78.04951622236122,,,,27.134110553998084 78.01325458765392,
27.215890907380576 77.95360161567453,,,,27.19655534455551 77.94547406187198,
27.231168638527365 77.96769850636818,,,,27.110040974405102 78.0021228232851,
27.22222710478363 77.94258902173141,,,,27.178549080043638 78.02536367899613,
27.135770669431245 78.02741604777441,,,,27.17188019497336 77.94116352619147,
27.226366468769903 77.97788511627826,,,,27.21151919458048 77.94382840757441,
27.123496326874285 78.03313590248726,,,,27.140142009582608 78.04450117394981,
27.170684828017492 77.96034002961764,,,,27.144540546095726 78.06141442910909,
27.124662925299013 78.04079141004536,,,,27.164571107985992 77.99336099516749,
27.24639973200835 78.01607094247396,,,,27.164526630235667 78.02619661065523,
27.195205361139717 77.92993659854706,,,,27.138160034487694 78.02688310994427,
27.161458225508248 78.03580445121176,,,,27.216716582488576 77.94409045199473,
27.178924839803052 78.04608885917523,,,,27.224278848781253 77.92044990720734,
27.202256000331474 77.93935155994964,,,,27.242806458034618 77.93773536962199,
27.23064925976332 77.95236164611167,,,,27.222458425204742 78.02692531390238,
27.200247218488126 77.9824782610979,,,,27.211816455659797 77.92252331369701,
27.177879424452748 77.9882708324513,,,,27.214028241289643 78.0317387807815,
27.179568173685492 77.94045573182223,,,,27.234712495362135 78.01931917781087,
27.110892230133278 78.01561832723573,,,,27.163915172136974 77.99125203287903,
27.195641438294498 77.980480009184,,,,27.166735664550856 78.03673421427717,
27.160052470906955 77.99577848045726,,,,27.19159782809758 78.04798913906637,
27.246296998151173 77.97954596890237,,,,27.208331106153498 78.02944575429423,
27.17464535304026 78.01200560967858,,,,27.169596760626483 77.96778278250635,
27.146488498586955 77.98954507575179,,,,27.165633067260764 77.99572955663292,
27.12042168715413 78.01657650666029,,,,27.233551508109116 77.93737071765558,
27.21536852469321 77.92166550659705,,,,27.184355218470916 78.02216842559449,
27.243961626968943 77.9678569496185,,,,27.14382512356689 78.02780805027133,
27.185404121226057 78.02549897878754,,,,27.173232260098825 78.03298508418604,
27.148435378991703 77.9746059937695,,,,27.2324643602576 77.97062507928874,
27.2236139837653 77.90266343927112,,,,27.179294994729304 77.98879013062532,
27.1586691072246 77.97576307232518,,,,27.162083151936706 77.98662631496063,
27.152945451084275 78.05756533672978,,,,27.217600170870195 77.97432709582726,
27.22176049428703 78.01783010118157,,,,27.228207178186832 77.91992301154262,
27.210401982286555 77.9085508967919,,,,27.176208237519297 78.00315558609557,
27.173652580355917 78.01330173861736,,,,27.20037854410609 78.04109485200078,
27.233402833064055 77.9213742728872,,,,27.179202634453553 77.94606295271765,
27.197267713589362 77.92196066619948,,,,27.216649227503776 77.96570719573383,
27.233394540991405 77.88329450751985,,,,27.127790003255193 78.04647917439615,
27.212436551812075 77.98441712912185,,,,27.211236542169154 77.94149958794121,
27.161226004957165 77.98466498850837,,,,27.197574510598884 78.06525981657742,
27.167705598978724 78.05779515825847,,,,27.195678324297628 78.05320826943223,
27.23440085315111 77.98007493169212,,,,27.140520573073577 77.97243488101034,
27.113513302936305 77.9936593818768,,,,27.199984996661026 78.02486701099703,
27.19688105091233 77.94514593573207,,,,27.171442786977707 77.95725994252557,
27.15972916962178 77.96052492117327,,,,27.24937065897516 78.03761964178302,
27.19152217425618 78.05542722632377,,,,27.13401821257446 78.01749217268825,
27.19621333301666 77.94043777037999,,,,27.2277334550266 78.00258967252539,
27.181018842112174 78.00502149526261,,,,27.150162966824045 78.07650277080471,
27.155223189755723 78.01231992563507,,,,27.181594999582863 78.06444753464831,
27.19725074719502 77.94336101690644,,,,27.188014585613992 77.97155343351031,
27.21202317164624 77.98175034941374,,,,27.193140158833796 78.05741117098916,
27.19481627479734 78.02117683001522,,,,,
27.219168021106984 77.91402075297394,,,,27.202450512651343 77.93369753224735,
27.123159215869727 78.04323792240729,,,,27.225180276546 77.99980191849374,
27.176331969846384 77.97060923827716,,,,27.18719603012215 77.92699663764996,
27.231508194068716 77.94764509413983,,,,27.164729182961384 78.01754435998967,
27.11181630007485 78.00591892653999,,,,27.179253094751676 78.05365962837055,
27.229650260963652 78.0341768451391,,,,27.183815123100164 78.06116845694713,
27.174542200673134 78.04771911167374,,,,27.20345367568904 77.96287028433672,
27.20881224879395 77.92456842962959,,,,27.209800290624546 77.93158981981153,
27.16668565217535 78.03173344770829,,,,27.143887257887396 77.97628308338439,
27.171011662399785 77.99513481947774,,,,27.200364651198896 78.04862398887246,
27.1993772065125 77.93412388366562,,,,27.18848641133761 77.99995105042045,
27.19021020817394 78.06240989595562,,,,27.214200543616915 77.93856766621552,
27.212761978173596 78.03624162060045,,,,27.17251488020638 77.98535990465682,
27.185741088557688 77.98358596915595,,,,27.184215664317826 77.98952435479767,
27.143811861732733 78.04986366931594,,,,27.208302029502136 78.05208162999004,
27.129794638406715 77.98905183407888,,,,27.237882969329213 77.98800817928527,
27.238581226595407 77.99969492915866,,,,27.192578470280793 77.98818864170676,
27.13214219857243 78.04063419222048,,,,27.212093869949047 77.992787483946,
27.150592834866575 78.01289224787774,,,,27.14909909434626 78.01741058147957,
27.157441741435413 77.96529292734802,,,,27.237072832612625 77.91239840962763,
27.179854731380072 78.03802088616247,,,,27.225686522117783 77.9720894220387,
27.14857637898241 77.96818527502265,,,,27.150464218264798 77.96736788459717,
27.15694120381789 78.0073888246155,,,,27.157920911006208 78.00229102926959,
27.242518507019142 78.03512973176606,,,,27.217472085508106 78.03675825268742,
27.244829252967115 78.03212769100558,,,,27.163350192309267 78.00667399322198,
27.206371887049944 77.9256125798645,,,,27.159489971116454 78.05588320697545,
27.24139652037234 78.01647080726556,,,,27.1973231419034 78.0461783394035,
27.193570848550284 78.03301909863653,,,,27.193639888628837 77.9992204103322,
27.13491144110519 78.06118994400278,,,,27.235145736616662 77.96863892016364,
27.210922139420724 77.95643642354523,,,,27.230635864618115 77.88937912333013,
27.218044022054134 77.91740833262797,,,,27.235197257911338 77.9208266378423,
27.136587232978254 77.98980726884693,,,,27.16184954519847 77.98938526589617,
27.190384494747846 78.06424628940185,,,,27.183956123616323 77.96674032351977,
27.176736236793147 78.02590085566612,,,,27.148848610600236 78.01374597759306,
27.2078708465719 78.03371785622939,,,,27.224251891435397 77.91718490853253,
27.167518347456443 77.95038076170478,,,,27.145988378537705 78.00480501252049,
27.225849671393533 78.04568101567405,,,,27.212700715460112 78.03551939713883,
27.180443151691293 78.0631632043415,,,,27.17390161595262 78.03840040555664,
27.153452025393545 78.01735905273576,,,,27.237843376173466 78.02602393879346,
27.16682550039516 78.03117003067949,,,,27.22549893059177 77.97462937777433,
27.235890825332632 77.93826897555508,,,,27.19258316338847 77.99070012569804,
27.197441031254336 78.06282897013452,,,,27.14121932431757 78.05472857137782,
27.175220944503508 78.03884688598858,,,,27.23302100157927 77.88513701570645,
27.159028674791077 78.0097893685226,,,,27.122941618955906 78.00662215018434,
27.189518787220695 77.97311973695976,,,,27.119900584976108 77.99201034533586,
27.171707771329036 78.04023796142687,,,,27.22438724185193 77.92650619617649,
27.205512108561702 77.99803706104356,,,,27.14130337624812 77.97706696011075,
27.210122409818247 78.00741919500949,,,,27.150978696567467 77.99481266411638,
27.171938557777434 78.03481750482388,,,,27.180591689214456 78.05962001869779,
27.21199272204088 77.9895552969562,,,,27.223919149377924 78.00354030169245,
27.11802166157962 78.02530765707037,,,,27.20959232201976 77.92405523769389,
27.199293916062178 77.95080730289095,,,,27.20893905492882 78.0394244440528,
27.251852756135527 78.04463954153354,,,,27.134342558851543 78.04143626865131,
27.1190709711938 78.02834654450541,,,,27.22963031944051 77.9087824624242,
27.2343866220666 77.9915321236844,,,,27.230873841382852 77.92621335660972,
27.20359402503117 77.96056749599579,,,,27.157411457337506 78.00250686734468,
27.16305763601638 78.00191507548136,,,,27.19248377037565 77.93656655503612,
27.169516872608327 77.99931766391613,,,,27.210155850364597 78.0222281352584,
27.227907900413513 77.95228157663055,,,,27.16304793729482 78.00083284258855,
27.220964567736907 78.03830090617372,,,,27.117574250024173 78.01635594212514,
27.19063172096553 78.00203763260275,,,,27.152240892230193 78.03885623231254,
27.135708698431376 78.00984813762966,,,,27.245504527483703 78.050099000302,
27.213621710662295 78.05573237493297,,,,27.229455936542596 77.95094917524482,
27.236630380799422 77.97792790475627,,,,27.162504157224966 77.98385501881056,
27.249071049052073 78.02773748608062,,,,27.17847094755709 77.95462106929999,
27.200808191480895 78.00997031514065,,,,,
27.122205369107657 78.01055543890048,,,,27.230233792815163 77.95697534340356,
27.133867755828852 78.04883975506056,,,,27.247982325255315 78.03057834973075,
27.22481875357476 77.94176624488064,,,,27.203478252264333 77.98137611716832,
27.204848397802383 78.05263614907527,,,,27.180717426967632 77.98778179158323,
27.206508462531247 78.01371315443204,,,,27.155686711284517 78.05204161768982,
27.240789553557008 77.99014014142654,,,,27.196708010192015 78.01007021176574,
27.23153196792255 78.03498683981677,,,,27.210434452022398 77.99445770756056,
27.21890373627135 77.98331805681197,,,,27.20998131252108 77.92627096219451,
27.241513061424154 77.94324923049558,,,,27.225462828881753 78.00679766403015,
27.157781591419045 77.99507890312816,,,,27.139238024965042 78.0345371749619,
27.159485828219736 78.00422729546747,,,,27.24276722948374 77.96310516892336,
27.192926777998455 77.97496589991184,,,,27.230251358014282 77.92861287759136,
27.172283289504094 78.0378708647077,,,,27.18294809422879 78.05494426520002,
27.149710488536737 77.99094750461407,,,,27.146453653888877 77.96963758290879,
27.241921466699967 78.040597268269,,,,27.175639354304703 77.94324845017351,
27.19224977886001 78.01001714340245,,,,27.23322703664472 77.92482885872963,
27.138394459355972 78.00404277217123,,,,27.22117434950645 77.89986032298705,
27.17321080396941 78.03766493206024,,,,27.243327461833488 78.02674278351685,
27.23124074147347 77.94456117295053,,,,27.145590836718092 78.05285760028164,
27.246814572214607 77.99350308414874,,,,27.16866226567027 78.06458679860603,
27.220132071122137 77.96286950407224,,,,27.119593915003108 78.00607493198802,
27.156547706221758 78.04607554356765,,,,27.17217970775218 78.01736458728726,
27.123178866558895 78.03537441838105,,,,27.13646081038706 78.01526356732664,
27.227813340015352 77.89073414201877,,,,27.128714761926098 77.99146872111162,
27.171397711447327 77.97912352317688,,,,27.175223880766175 77.93984675568437,
27.193498968152138 78.00716032834875,,,,27.23514245339249 77.93295124561692,
27.21551226705494 77.92748822905811,,,,27.16512372680936 77.97691654962188,
27.199010703920425 78.01394976728623,,,,27.232887769975832 78.00385094892866,
27.15696494616348 78.00696045862249,,,,27.1370195427923 78.02349903746642,
27.165333809277886 78.07275311428675,,,,27.18714558772836 78.0348272966813,
27.193959912269708 78.02387360830343,,,,27.150809173686273 78.02405872209748,
27.126812962620434 78.00295797796812,,,,27.16803473189189 78.01169136645983,
27.160117588006756 78.06537290520887,,,,27.201581986365408 78.02274022469582,
27.145560211219422 78.00902397385983,,,,27.187990182022784 78.06646004160827,
27.178590599325407 78.02870977574483,,,,27.171833144228632 78.07104123757306,
27.124324289141637 78.01011576873748,,,,27.14005925933952 77.97232679908308,
27.135600325794496 78.03166308887745,,,,27.191321757148405 78.02343060973791,
27.126359077841926 78.04839848454631,,,,27.22467500302227 78.00820981084433,
27.178708750196204 78.0182115045152,,,,27.168981506019957 77.98237162837819,
27.168181052561973 78.04015754591838,,,,27.215982798505436 78.05921171057547,
27.123903901661375 78.00389007049161,,,,27.189497675572618 78.01407483539867,
27.152007707995445 78.00253506933164,,,,27.149816930774573 77.97012501474741,
27.170072966243016 78.01412996385541,,,,27.212645079024895 78.05865168741663,
27.22934547470392 77.91621392624026,,,,27.139301317126066 77.9945185334437,
27.16988686784004 77.94505193963973,,,,27.231034274231185 77.91367834332084,
27.22667018203721 77.9938375291584,,,,27.216435284059667 77.97927332826747,
27.219741243577374 77.92304086818487,,,,27.211303422207727 77.91161754010987,
27.17999824210003 77.94788396903097,,,,27.197892198580725 78.00550132415812,
27.137319459987896 78.04593946553139,,,,27.220050405379713 77.92982578770518,
27.168332799344487 78.05813389298451,,,,27.122714780697795 78.01972946781247,
27.199208029296962 78.0380170668242,,,,27.19658343039306 77.92708475359055,
27.149812389492038 78.05883316981992,,,,27.179457668231954 78.0680864395271,
27.186804803928233 77.95848444822622,,,,27.120154902566487 78.04163213403129,
27.139160037937476 78.05011632309501,,,,27.241079236068273 78.024380721897,
27.228570036306376 77.956002932209,,,,27.13135647212832 78.05714842746224,
27.22280816237409 77.90248246347367,,,,27.11087896283413 78.01337552688584,
27.224366689647642 78.04297151674412,,,,27.121241054137787 78.00354519925493,
27.1606367791158 77.97192765852986,,,,27.11537820306612 78.01363051524282,
27.154793992777545 77.98822000563422,,,,27.19959625006803 78.01827895415008,
27.22380561885315 78.04520158230046,,,,27.247219309947425 78.01289396671184,
27.21501828538998 77.97682780996624,,,,27.196466204207937 78.01653217317123,
27.182461148807132 78.01669983266875,,,,27.225156472699677 77.95977156935112,
27.241519316817417 78.04944367962979,,,,27.20358312150658 77.91663421310929,
27.129877413024136 78.04498795654507,,,,27.14575706783448 77.9740286339574,
27.195406643213865 77.97532682723183,,,,27.150525273436383 78.06241712281953,
27.219793935538302 78.01780392571284,,,,,
27.17409370417509 78.06448889669888,,,,27.149969699006498 78.01984473057351,
27.22432511201641 77.93200497181944,,,,27.18757667684924 77.97955511982983,
27.177790641755816 77.98198307577182,,,,27.246010758064646 78.03819223573797,
27.23308434031891 78.05168770832968,,,,27.18090785942166 77.9742930378069,
27.121853959761424 77.99815922810485,,,,27.13236545032833 78.05083979559376,
27.20656869817609 77.97786191454416,,,,27.22885297365891 77.97777515850933,
27.12822948817606 78.04044783099025,,,,27.20258945868447 78.00744915235342,
27.176418425283188 77.94956359545729,,,,27.206160653400193 77.95591887522089,
27.1916267147805 77.9720257684989,,,,27.22678248264144 77.94570741303997,
27.17763164944119 78.06481423860582,,,,27.174105203111637 77.95561179115366,
27.151689700224786 77.98320096677483,,,,27.10809847955364 78.00856702302485,
27.152549488034122 78.05919412577657,,,,27.238119613259748 78.00706149738342,
27.195026241461317 77.9601044095529,,,,27.222033209271952 77.91027212667336,
27.131266503716294 77.99276947530556,,,,27.188657372542984 77.99100082941004,
27.17333977188302 77.9594842046584,,,,27.238678474332048 77.92978234381587,
27.12459080107937 78.01543698490237,,,,27.15354323529321 78.0468830327287,
27.178727572426407 77.99833599968049,,,,27.15446452783181 78.0619256758459,
27.148346374299763 77.97230099113837,,,,27.194410961512123 77.9679949946157,
27.235183691418804 77.91953197540765,,,,27.24249046302982 78.0165266427475,
27.191373193680633 77.9649204671474,,,,27.202255476590395 78.0298805696797,
27.12654364268068 78.02782452495128,,,,27.213325546757527 77.99190432586326,
27.24425074800742 78.03718030721163,,,,27.177605530282097 78.03383533401447,
27.211386542518525 78.02418928913679,,,,27.216634209318403 77.99155058496208,
27.223488789399546 77.91513627948632,,,,27.21861834108075 78.04620762783112,
27.178315032598693 77.9743786000706,,,,27.197300276183956 77.94982901975311,
27.201990440680856 78.01255242601249,,,,27.149529530055172 78.0774921148673,
27.2046983294181 77.95449249828124,,,,27.190001556655467 77.97979984552825,
27.139048617755687 77.996007644774,,,,27.226312506650252 77.98295378782004,
27.19218788688861 77.93032125104979,,,,27.200839589284353 78.0452125641016,
27.13710033406462 77.97390282343194,,,,27.165548119470888 78.05945997385992,
27.184254634654753 78.03721573451648,,,,27.166994422749433 78.03103175261641,
27.223020894623215 77.96841860030379,,,,27.142463112886652 78.03550822357776,
27.205909211958183 78.02947738349515,,,,27.182397935285035 77.9617880459075,
27.120178675568038 77.9995711531022,,,,27.156294799285995 78.0236206701514,
27.212166586400432 77.92502533928372,,,,27.234607214456354 78.04197946529253,
27.24389780301765 77.97162525484951,,,,27.18213372256362 78.00294346273229,
27.132448107840354 78.06002754213948,,,,27.10966812688221 78.01181913586852,
27.220968198716847 77.96378931436657,,,,27.225094381640314 77.9786795153013,
27.23006700248413 77.92151919875752,,,,27.13541974452066 77.98163276433378,
27.226458617577123 78.04064272407412,,,,27.235497439276433 77.93867852681083,
27.149592658243826 78.02535948224103,,,,27.20679783089383 78.02210977962275,
27.155736375058634 77.99785893646218,,,,27.159458173727895 78.05014967836362,
27.186323779093915 78.05065176241565,,,,27.204522054775516 77.98851483533929,
27.212162502113678 78.0396733907899,,,,27.224187598577057 77.90995698598755,
27.2417505892098 77.93174710048402,,,,27.223994012189905 77.93896885218395,
27.186563685023167 77.99326133715402,,,,27.158427927768365 78.00717299175619,
27.23096985518288 78.02060802438939,,,,27.203537187860867 77.91680436074442,
27.200235899751785 78.0348779121782,,,,27.114153902235575 78.010590617544,
27.162019924736377 78.07579193109102,,,,27.21626958359541 77.94669862273143,
27.171127351148698 77.98994364761901,,,,27.171451892844217 78.03019211500578,
27.22377237504967 78.02837247069877,,,,27.152828511550915 78.03433024057318,
27.20071260630857 77.95321144249729,,,,27.19189964576646 77.98085999199046,
27.174177491160304 77.99557142373301,,,,27.193641840782163 77.98637703234597,
27.218791675707728 77.96454292576475,,,,27.226864456723693 77.93100804660853,
27.167685745139906 78.07217278787371,,,,27.160409900651818 78.06974579150246,
27.180711592459186 78.02135568517707,,,,27.207212922917638 78.02376339035636,
27.140449249696225 78.01282794790923,,,,27.24317148485653 77.98488629595366,
27.238389422853594 78.02023639538456,,,,27.241789808579906 78.0372357798154,
27.212537158523862 78.01514679153718,,,,27.2224499516963 78.01559610930003,
27.184988941693128 78.00411209673369,,,,27.101818807438875 78.0084763352156,
27.132396829110302 78.04370734412174,,,,27.1969230706944 77.97938564317217,
27.216832105588303 78.00014601902893,,,,27.191372461577643 78.00762851566567,
27.22562444842411 78.02304582089779,,,,27.207901663236356 78.05604852791988,
27.188280263093766 78.00873451814842,,,,27.123883771298257 78.03026248157865,
27.176345136656963 78.04646426503734,,,,27.142747833486457 78.01391623291255,
27.23976695035391 77.97743940852587,,,,,
27.160178788463043 77.98652035733382,,,,27.216530055333223 78.010625995932,
27.1798708557321 78.0173827822303,,,,27.19549593027635 77.93246419920942,
27.186940830934187 78.0419610193861,,,,27.129193871825365 78.02606923341185,
27.19804214871688 78.0451996035468,,,,27.219214488939112 77.90007664427068,
27.109383444680414 78.02223856503768,,,,27.20722479036985 78.01409923839176,
27.195382241857594 77.98753709610826,,,,27.20075593152533 77.99450622431414,
27.182641780937384 78.04707295891377,,,,27.221805819593605 77.96888744354204,
27.132069807940496 77.99059180596217,,,,27.23715259939991 77.99617983441479,
27.214703897208327 77.90882680221486,,,,27.226839708240206 78.01124551945219,
27.19313200007396 78.05227500736292,,,,27.16629081885901 77.95149055193224,
27.21692771293413 77.97553463045034,,,,27.16369865787914 78.04107291462917,
27.190019591232765 77.93472679836964,,,,27.119683023027203 77.99088711692013,
27.199040098522175 77.9957262655652,,,,27.12749182503261 78.04040468332254,
27.160740192368525 78.00530094586615,,,,27.20999800240931 78.00264673640952,
27.218741330830703 77.93825289465353,,,,27.21297407526805 77.91821771550786,
27.21059004917422 77.96822408207528,,,,27.117138994610006 78.00505130398007,
27.200427565864846 77.99653972700558,,,,27.129459551735223 77.98049519924373,
27.17268314086791 78.03001403435582,,,,27.149755212274666 78.01974578859614,
27.170232275761304 78.05696073633945,,,,27.23541302026527 77.9696093063978,
27.171614799571426 77.95337845077023,,,,27.16391605098294 77.98056105521107,
27.182643486035776 78.00502048754547,,,,27.187622840117996 78.03857539960693,
27.13019404601437 77.97964012951125,,,,27.143846837647853 78.07049267380611,
27.197409909710988 77.91802367783546,,,,27.202053486904834 78.06187204580313,
27.11833519834248 78.00863755049198,,,,27.20211093039787 77.98073011266838,
27.229411654459543 77.90668731801071,,,,27.19910853433205 78.03052345601053,
27.215825383619556 77.97179685053855,,,,27.151693538580705 77.97753609350144,
27.248679410102902 78.0094799650304,,,,27.237883279514612 78.01307630157868,
27.231411576668304 77.94470843934873,,,,27.237610773441475 78.01629114159735,
27.204304984328868 78.01734442882349,,,,27.15380127019007 77.97472163783905,
27.215295581748606 78.00027727820196,,,,27.15920190754911 78.01268204811767,
27.135308403151807 78.0382634029601,,,,27.172880289156474 78.03404877698351,
27.125575159597876 78.02039300026493,,,,27.15316385906194 78.01151267666245,
27.17530439548836 77.97748716623306,,,,27.197534404592687 78.01546308211962,
27.196805693881874 78.02027889611439,,,,27.121237413939443 78.00214465361341,
27.237948630942594 78.0239081407508,,,,27.135442459152202 77.98462684304434,
27.2007725830031 78.03184514636418,,,,27.22297489181529 78.02732469906377,
27.16780637382211 78.06378170662737,,,,27.245274527120117 78.04570565937073,
27.179974155583114 77.99798495956409,,,,27.178379340283474 78.02234740148162,
27.175756740341516 77.9862746750688,,,,27.163472584699733 77.98989063747669,
27.187490801526536 78.03711564037614,,,,27.179914248425558 77.96530210195655,
27.125332790977286 77.98195683752417,,,,27.12252494608223 77.99751560124353,
27.239513445360206 77.95723347317146,,,,27.176026830486624 77.98373509884658,
27.185011147039827 78.05095653802381,,,,27.20946878715241 78.05972089435838,
27.2337049825163 77.97112276470094,,,,27.21675420932968 78.03382841421619,
27.187009934519935 78.06566204220049,,,,27.181363906788174 77.93417923205772,
27.13318867010454 78.04374733555606,,,,27.2346058422564 77.88987101911943,
27.235142647127248 77.98120140083117,,,,27.226473026166584 78.0234154284293,
27.21725253287862 77.91349784410814,,,,27.202500622367577 78.01694697599167,
27.214755923433497 77.92136972068214,,,,27.202967163496734 77.93726466277317,
27.230829676942058 77.99072831137991,,,,27.16438214400454 77.961080327253,
27.170523944989657 77.94899221008818,,,,27.231415201854425 78.00118007093553,
27.153876458660747 78.07645243547202,,,,27.230367841910354 77.98259904188744,
27.16984236482008 78.0169258772561,,,,27.226924941166864 77.90521793429095,
27.134295132697492 78.03204959932481,,,,27.2452184361928 77.99145040082867,
27.132487337488445 78.05083702010369,,,,27.24241679554569 77.9931733781082,
27.118722683934255 78.02010630551908,,,,27.19792750166925 78.02000019444854,
27.242566311177406 78.04011423115911,,,,27.180380603188787 77.94785348513545,
27.176423506637597 78.05062417591367,,,,27.1169012902077 78.00549408131893,
27.238890728296717 77.91148926061337,,,,27.147053238329352 78.02481313333145,
27.20904691355958 78.0545642454427,,,,27.149441220010807 78.05829153697798,
27.1441122162631 78.00367731404155,,,,27.116184278561516 78.02656375429885,
27.17867106367886 77.95589460752467,,,,27.237794840790443 78.00640242420911,
27.126772761710342 78.04105998816942,,,,27.165535606068904 77.98253278891727,
27.125869762243052 78.00250421900861,,,,27.109721941440654 78.00277076845207,
27.11810467382057 78.01879455610052,,,,27.165962987541537 78.01795441864853,
27.193022389107064 77.98009079355808,,,,,
27.18574369865991 78.05747252236752,,,,27.138628456995434 78.03179157672237,
27.230045046193514 77.90375655407702,,,,27.220318303990137 78.05646447555074,
27.19135274933483 78.02428171816022,,,,27.237552729770496 77.94091128575444,
27.163454402288462 78.0623499695805,,,,27.189134575761944 77.95067431314052,
27.199700286933492 77.98815973543236,,,,27.189664635956046 78.00159734410964,
27.18633108994726 78.0416472546532,,,,27.155177871767282 78.04018011552047,
27.156941337818168 78.00959097626482,,,,27.151573720091513 77.99486894413758,
27.20268686938105 77.98207462268206,,,,27.141681187088345 77.99626843927416,
27.16039564221193 78.04102122734423,,,,27.2235072810572 77.95633387451532,
27.23028727867397 77.88805378964763,,,,27.200521784603026 77.9852467864142,
27.210825602340048 77.9094659643361,,,,27.2181380455576 78.02974064114171,
27.200635075727835 77.9451115923387,,,,27.182850575989097 78.04280779769124,
27.2115370137333 77.96209467558971,,,,27.201739047243233 77.97093661716684,
27.237473837169905 78.00537159929966,,,,27.178065071032478 78.00267682595049,
27.169387083551676 78.07307816288314,,,,27.146348712175197 78.02319203896405,
27.20238627557222 78.0630852531643,,,,27.239261714053843 77.92471519551079,
27.15445062849374 77.96273252639429,,,,27.14125069002663 78.04725692133809,
27.22632505644787 77.95885549052895,,,,27.211125078756165 78.05276742542834,
27.112735021639303 78.01338030533802,,,,27.225867821367196 77.90432814836453,
27.2118592648265 77.96437243787798,,,,27.229933392611848 77.97771871471299,
27.21469376027653 78.01409887965346,,,,27.141674946497684 78.05566661643911,
27.209318571993506 78.0136926865526,,,,27.217866144878407 78.02021695855512,
27.22042834901366 78.03519737279555,,,,27.201230392911953 77.96358556612043,
