Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.447978358360512 74.67872120750037,,,26.497005838852985 74.64352303490406,26.406609163690423 74.62876011464093,26.406609163690423 74.62876011464093
26.41092108201968 74.66385739738305,,,26.46177083393103 74.61363130006262,26.454167148696435 74.5949973674523,26.454167148696435 74.5949973674523
26.519094420988953 74.63874440684184,,,26.462568299285127 74.58511993724535,26.477106496645654 74.60379235427966,26.477106496645654 74.60379235427966
26.43972275754998 74.65424835628379,,,26.4550180750559 74.66302958358125,26.50331243823331 74.62471287354697,26.50331243823331 74.62471287354697
26.492152938966644 74.6454744214513,,,26.508853196243606 74.62773428457555,26.46129637316999 74.67000213149858,26.46129637316999 74.67000213149858
26.441470566392372 74.67891859578178,,,26.453917566144668 74.59635383322104,26.46117306658348 74.63059802066672,26.46117306658348 74.63059802066672
26.420917761293257 74.60746620765225,,,26.441984773148203 74.61388913076962,26.4213806446376 74.64503059751561,26.4213806446376 74.64503059751561
26.47887434419355 74.6115814598499,,,26.427816729267427 74.63080886712903,26.394456179431707 74.63997336544662,26.394456179431707 74.63997336544662
26.447620301826802 74.68531020408474,,,26.42246454051709 74.60214151082741,26.42259506989438 74.64199213568654,26.42259506989438 74.64199213568654
26.45360766859213 74.66543325360854,,,26.395182580520693 74.62368145081898,26.428283754647314 74.61970730453884,26.428283754647314 74.61970730453884
26.41854726687894 74.66561930475625,,,26.434743938696993 74.63832742549727,26.4583752310467 74.64519317810013,26.4583752310467 74.64519317810013
26.506865736066395 74.6376750838627,,,26.419750146882695 74.66102795251699,26.425618242057457 74.63314211489954,26.425618242057457 74.63314211489954
26.469519484023213 74.66129622272146,,,26.4983199180066 74.62067600921314,26.41813933201301 74.65101115116151,26.41813933201301 74.65101115116151
26.441760218304154 74.65430790826213,,,26.454849467709657 74.6555455809758,26.461799666229908 74.6278137279809,26.461799666229908 74.6278137279809
26.461101094404132 74.65041778698712,,,26.481805109460083 74.65426689647627,26.47345818032871 74.60558045707346,26.47345818032871 74.60558045707346
26.46613291543126 74.66577478035919,,,26.434033875009018 74.68409003357442,26.491723645269996 74.61710115289507,26.491723645269996 74.61710115289507
26.436805208433444 74.58690492459375,,,26.462353329323616 74.57928835143014,26.46901192350219 74.66881971927026,26.46901192350219 74.66881971927026
26.469488643101613 74.61555960960158,,,26.434692503185946 74.68988823890707,26.41593923719119 74.6507117941753,26.41593923719119 74.6507117941753
26.460037037295706 74.65293810487412,,,26.474666641870122 74.63906018211068,26.482431887542123 74.6002116087238,26.482431887542123 74.6002116087238
26.442128831648976 74.69308268527485,,,26.42038151329234 74.60290830444129,26.43976964909713 74.6795616845948,26.43976964909713 74.6795616845948
26.440502114367586 74.60790281070523,,,26.456400329863474 74.59206007320678,26.431433164180202 74.67378304349566,26.431433164180202 74.67378304349566
26.390513040582967 74.63480268265597,,,26.411272461770398 74.64329564581347,26.458902543236725 74.59917417166521,26.458902543236725 74.59917417166521
26.485484382662644 74.60572500700022,,,26.479066673766617 74.59585134717035,26.48800449973394 74.62405103385163,26.48800449973394 74.62405103385163
26.41994517764817 74.63115142423219,,,26.456829946315292 74.62395617994208,26.502484376397188 74.61885142984113,26.502484376397188 74.61885142984113
26.45570992062328 74.66777395585201,,,26.468730322327684 74.67489974205404,26.491678828561067 74.64817287623052,26.491678828561067 74.64817287623052
26.426807857287976 74.64359459972908,,,26.426257214598227 74.66682120657084,26.437344141446637 74.6465211705376,26.437344141446637 74.6465211705376
26.42949603452558 74.60450565495749,,,26.44413559769244 74.65794494420538,26.44452159680868 74.60706484874437,26.44452159680868 74.60706484874437
26.40311024094987 74.64664261954984,,,26.431845962663683 74.6636858249264,26.42720802858596 74.65091877049935,26.42720802858596 74.65091877049935
26.43702745995048 74.61786526392717,,,26.491475630818236 74.65814462444563,26.426723594272538 74.6552084229756,26.426723594272538 74.6552084229756
26.417008485791268 74.62013829967468,,,26.40351104247169 74.65193025534089,26.445461873807933 74.68687379836848,26.445461873807933 74.68687379836848
26.44094447106869 74.59939970915964,,,26.502185162041002 74.62450326314016,26.471252470950272 74.6573688712235,26.471252470950272 74.6573688712235
26.45990054221177 74.5864041711274,,,26.422646036292043 74.6506772552258,26.48216868425465 74.60144962345451,26.48216868425465 74.60144962345451
26.430373897107337 74.63546149516054,,,26.43169857458221 74.64190452043951,26.47683792462782 74.64839456253037,26.47683792462782 74.64839456253037
26.412146126120355 74.65023568105883,,,26.434783042855383 74.61297925691679,26.398367805148276 74.63557807478776,26.398367805148276 74.63557807478776
26.48425840734063 74.61235130217845,,,26.465669158463548 74.64915325970719,26.409981080641916 74.6419790791069,26.409981080641916 74.6419790791069
26.501323493867382 74.65019156379584,,,26.468076139974436 74.6573120750661,26.396706936545865 74.63660344468894,26.396706936545865 74.63660344468894
26.51388245773668 74.63386762619113,,,26.405296102046865 74.65375450971332,26.46945537386545 74.66966892077892,26.46945537386545 74.66966892077892
26.42094308171649 74.6433780472991,,,26.49012499178727 74.62500571734878,26.438327979825562 74.66867025293607,26.438327979825562 74.66867025293607
26.49123693000659 74.6407536740796,,,26.45536339190832 74.68355715382098,26.492525065275785 74.64716462036986,26.492525065275785 74.64716462036986
26.48676435674499 74.62532708267747,,,26.47939727084973 74.6297705734339,26.413378595103943 74.62787461513345,26.413378595103943 74.62787461513345
26.468718120319853 74.60250095619448,,,26.43525656108227 74.59768809483484,26.4538015697819 74.62875468495103,26.4538015697819 74.62875468495103
26.42548705767584 74.6254566178585,,,26.433224173944264 74.67960387120009,26.419712657890113 74.65083806500019,26.419712657890113 74.65083806500019
26.46385387240424 74.60929838681979,,,26.488305042671147 74.61536722710632,26.463148065006283 74.59346825219765,26.463148065006283 74.59346825219765
26.41444731521519 74.61827206628374,,,26.47791770678802 74.60604977264155,26.514397931999078 74.6389638051124,26.514397931999078 74.6389638051124
26.490438647799646 74.6129691881079,,,26.415414118746337 74.62849092020397,26.421141700806483 74.61990193294132,26.421141700806483 74.61990193294132
26.40264247948625 74.6345016094893,,,26.446542245009493 74.62773875405365,26.416576491052226 74.62869691550964,26.416576491052226 74.62869691550964
26.42348086048103 74.66041517925933,,,26.398288851813827 74.64953732455776,26.445790617062322 74.6545728793152,26.445790617062322 74.6545728793152
26.49164544343851 74.65982004564147,,,26.469584353594428 74.61363866809702,26.51577984412936 74.64841423779774,26.51577984412936 74.64841423779774
26.43167790284097 74.68574762931514,,,26.41667232726425 74.63001539246167,26.42462534873935 74.61419312749416,26.42462534873935 74.61419312749416
26.48947872019069 74.6137915564406,,,26.487526879015984 74.6147513630645,26.436169230468245 74.60920088398038,26.436169230468245 74.60920088398038
26.418610283429746 74.62140820638282,,,26.41114462373271 74.63991709929095,26.469474486739237 74.59964576603788,26.469474486739237 74.59964576603788
26.470559559214212 74.65023723563337,,,26.485161875776864 74.59978589588076,26.461876208594607 74.59406729760917,26.461876208594607 74.59406729760917
26.463128345744416 74.58351868592251,,,26.50090205609597 74.64520970539996,26.42427014358806 74.60112753441051,26.42427014358806 74.60112753441051
26.497672041379655 74.65484851671906,,,26.440463900673173 74.68809028754023,26.44053091138294 74.58551601107314,26.44053091138294 74.58551601107314
26.44602258076214 74.68835800095059,,,26.39707161239266 74.64136257042541,26.441742350942793 74.58482290776283,26.441742350942793 74.58482290776283
26.510032909234106 74.64217305728177,,,26.44033532601815 74.60619988734877,26.43404125561728 74.61382064874154,26.43404125561728 74.61382064874154
26.46142667801215 74.6057075716383,,,26.42662733171746 74.63731735381154,26.44098733167408 74.6431720596615,26.44098733167408 74.6431720596615
26.50371894273897 74.64915169436125,,,26.449082856302002 74.61639778063586,26.426655316985443 74.65719585893854,26.426655316985443 74.65719585893854
26.498144945581345 74.62915373852063,,,26.472236178743863 74.63393819879485,26.40762288642688 74.6371363121677,26.40762288642688 74.6371363121677
26.45334630148244 74.60227902876566,,,26.457735792249157 74.685387758241,26.423013359151135 74.60044840887151,26.423013359151135 74.60044840887151
26.464400462609497 74.58151270964964,,,26.397996584416397 74.64372461554169,26.389301197213417 74.64217950719726,26.389301197213417 74.64217950719726
26.464275795356603 74.6705130478431,,,26.459673763420028 74.65143292490951,26.495852947191356 74.64910956465837,26.495852947191356 74.64910956465837
26.488134265032674 74.66589987034615,,,26.440919237426467 74.66405047943032,26.484616173234155 74.6503168259037,26.484616173234155 74.6503168259037
26.46619914858286 74.58964568146227,,,26.46827197392 74.61742467530019,26.456124208769594 74.599963814354,26.456124208769594 74.599963814354
26.418894328430255 74.66442434375196,,,26.44852628894359 74.60173946834635,26.497134633735296 74.61921473477386,26.497134633735296 74.61921473477386
26.48118985387842 74.6380998990613,,,26.4322928537642 74.65989527798858,26.43054128843845 74.59419930807049,26.43054128843845 74.59419930807049
26.476569314227586 74.6565697404881,,,26.44667352794383 74.62773215095854,26.425992962118794 74.65796965440454,26.425992962118794 74.65796965440454
26.466548066911624 74.58131742371545,,,26.43591823042804 74.6601029541983,26.466552455514247 74.67276298990963,26.466552455514247 74.67276298990963
26.43804076281212 74.63223635225968,,,26.461059886109535 74.57609230199822,26.459985916270778 74.60014992667642,26.459985916270778 74.60014992667642
26.445479825886824 74.65872334086427,,,26.426434344087898 74.64443342501826,26.477917877046853 74.66639701612627,26.477917877046853 74.66639701612627
26.449937613381437 74.65801812269493,,,26.44037958951968 74.62675299606728,26.415706794400208 74.63047681952808,26.415706794400208 74.63047681952808
26.490392580813946 74.66467131542021,,,26.506526583976022 74.62654498019359,26.47423818829865 74.6364005234413,26.47423818829865 74.6364005234413
26.449330646184887 74.59780872306597,,,26.432003860292767 74.6260080882333,26.424954407006986 74.62059567707495,26.424954407006986 74.62059567707495
26.446217378170275 74.63853533999632,,,26.464907997013835 74.58136958778333,26.430937153936384 74.64941511373256,26.430937153936384 74.64941511373256
26.408906266794013 74.65797969002098,,,26.489076307321405 74.64267110148322,26.445752058668848 74.5914325616639,26.445752058668848 74.5914325616639
26.45318891597806 74.6833215983282,,,26.426221025787967 74.68358314417597,26.438201787380976 74.6305321729402,26.438201787380976 74.6305321729402
26.449684357883054 74.66629956145367,,,26.47261878594635 74.65189145701207,26.428831470527793 74.65847758636724,26.428831470527793 74.65847758636724
26.443962446017807 74.67527568294565,,,26.413176853155402 74.63238228047747,26.439810066744997 74.6047899597191,26.439810066744997 74.6047899597191
26.472686511127613 74.65843269403969,,,26.46598919187463 74.58938072381224,26.423153010979373 74.64280470722673,26.423153010979373 74.64280470722673
26.430665522449207 74.60943913434275,,,26.465499476847025 74.5966152647565,26.485127163321387 74.61062866262446,26.485127163321387 74.61062866262446
26.451290763800717 74.68151655005997,,,26.403978128014966 74.64397309779595,26.43075822652951 74.61319345996672,26.43075822652951 74.61319345996672
26.434723738309973 74.66014806121922,,,26.458255184187166 74.6821160839435,26.43888456542161 74.69033282643424,26.43888456542161 74.69033282643424
26.435036723798248 74.6793610445707,,,26.424151176246948 74.66492534907438,26.51354822662688 74.64132004233409,26.51354822662688 74.64132004233409
26.43129406867229 74.67971562567911,,,26.424605155539105 74.67091066127793,26.4497295524577 74.6952013811656,26.4497295524577 74.6952013811656
26.443330890813073 74.67891812452396,,,26.495175260140407 74.62076024564395,26.512878523181364 74.63900085440659,26.512878523181364 74.63900085440659
26.48113948595402 74.6208480936134,,,26.483702529940857 74.64979367047556,26.43917262914208 74.627639855893,26.43917262914208 74.627639855893
26.49964596595781 74.65921665782315,,,26.401565197167788 74.63091823648288,26.45574034050144 74.6372161157576,26.45574034050144 74.6372161157576
26.436650110333908 74.6620001595076,,,26.454270676838778 74.59174601596749,26.49658153134692 74.65016498450268,26.49658153134692 74.65016498450268
26.45454694972242 74.58842853938278,,,26.449582706586312 74.6821331985391,26.41213532645576 74.64483999983243,26.41213532645576 74.64483999983243
26.432112042841513 74.62280820147016,,,26.47001633070809 74.63269798514466,26.472583854724082 74.58874551224284,26.472583854724082 74.58874551224284
26.421266214527048 74.6566385056295,,,26.42538639431374 74.59819414578647,26.45828196427635 74.64465682333825,26.45828196427635 74.64465682333825
26.420920956099373 74.6013215970133,,,26.43113186032425 74.60212327642714,26.437618210547633 74.60679858890583,26.437618210547633 74.60679858890583
26.49656324282909 74.62053755888005,,,26.452749129717887 74.6527931671112,26.44903763749657 74.65458897699776,26.44903763749657 74.65458897699776
26.449519162949382 74.62228231564322,,,26.45168466609085 74.64112180561025,26.444460784012957 74.67245614485863,26.444460784012957 74.67245614485863
26.405250803342888 74.63805225541856,,,26.409474108668388 74.62377012115105,26.431386597801687 74.64379731206989,26.431386597801687 74.64379731206989
26.448489277048544 74.69493422645432,,,26.45604187566782 74.58305631114462,26.502841406546963 74.64914275481368,26.502841406546963 74.64914275481368
26.45503354373384 74.67286946525181,,,26.427955031570903 74.6418441270833,26.425698166173397 74.61502099714417,26.425698166173397 74.61502099714417
26.436951510003123 74.63880788038047,,,26.435041294565437 74.61867852807198,26.506418004922956 74.62466003366536,26.506418004922956 74.62466003366536
26.460735444074697 74.682374331795,,,26.479033772679795 74.67269877683351,26.42632106408742 74.62444857420007,26.42632106408742 74.62444857420007
26.48907529177023 74.63998936110389,,,26.47762768652462 74.6169408984069,26.505785541854795 74.64750691681827,26.505785541854795 74.64750691681827
26.468279137468787 74.61908541196995,,,26.445572008709885 74.61835517823296,26.394809574701743 74.64213607724962,26.394809574701743 74.64213607724962
26.405055073164 74.6427851867769,,,26.467728191559175 74.583009400959,26.435792253731137 74.62896431678399,26.435792253731137 74.62896431678399
26.434631431826983 74.66563227443214,,,26.47350688926795 74.67761182510117,26.44916445016283 74.59337970863014,26.44916445016283 74.59337970863014
26.407063790279153 74.61577927090033,,,26.483363522512985 74.66288670362292,26.456581148617207 74.67332306316344,26.456581148617207 74.67332306316344
26.404412460699646 74.62937835079677,,,26.48549387218296 74.61766812375448,26.489918084912496 74.63025283601796,26.489918084912496 74.63025283601796
26.452737434364714 74.61700476396952,,,26.454646056684084 74.6902105515674,26.47882972393195 74.67357589329836,26.47882972393195 74.67357589329836
26.478697039972264 74.65943007697794,,,26.417046797972983 74.65183245637174,26.460253015727083 74.68011902883573,26.460253015727083 74.68011902883573
26.441929640555518 74.685720712889,,,26.418717110912326 74.6259827733645,26.48599007880699 74.60781301668158,26.48599007880699 74.60781301668158
26.484885248494404 74.65988537499425,,,26.427419216590625 74.65910879116062,26.47105577112196 74.60712853847183,26.47105577112196 74.60712853847183
26.454380872141073 74.62114231482384,,,26.42445901188985 74.65462294238361,26.45294919136878 74.68732897236616,26.45294919136878 74.68732897236616
26.456382171492518 74.61606822202572,,,26.427923855569507 74.63814604583727,26.396793446142606 74.62401243277951,26.396793446142606 74.62401243277951
26.447363137906603 74.64312928750986,,,26.441800712523555 74.68101159505156,26.48945202416753 74.64617163134544,26.48945202416753 74.64617163134544
26.460542245632222 74.61085920833963,,,26.484817501049555 74.604234247605,26.460095807001967 74.68551565348788,26.460095807001967 74.68551565348788
26.462359731335674 74.64926208160703,,,26.502359830032123 74.61813796860223,26.47771540431428 74.65809850722042,26.47771540431428 74.65809850722042
26.481026963931825 74.60449471777555,,,26.41409000917312 74.62914366786796,26.41917880110288 74.66360111556291,26.41917880110288 74.66360111556291
26.426303102555377 74.64462490948428,,,26.449656925094054 74.59074258033183,26.47742467269779 74.6099532188617,26.47742467269779 74.6099532188617
26.471956745424183 74.63176430407695,,,26.439486658341202 74.64341607477495,26.446590154952975 74.58935482580394,26.446590154952975 74.58935482580394
26.48802380864945 74.61348017217105,,,26.50733552218756 74.63684238173393,26.44523198538025 74.68562076467282,26.44523198538025 74.68562076467282
26.422552393318636 74.68175109896697,,,26.482445788873154 74.63797374367165,26.49437029619383 74.64441104517056,26.49437029619383 74.64441104517056
26.45376181124113 74.67240190086736,,,26.429698000766212 74.59367977276517,26.468808101244086 74.61806959950297,26.468808101244086 74.61806959950297
26.433529108967736 74.65288928943102,,,26.41595490051798 74.61025600354786,26.42146756218076 74.65147993151238,26.42146756218076 74.65147993151238
26.408856018607672 74.62147915394205,,,26.438781826894054 74.68795909626199,26.46356057695375 74.62560989419276,26.46356057695375 74.62560989419276
26.439122206804505 74.64860590435583,,,26.462312289603126 74.6169249233906,26.482847283482375 74.60878762024211,26.482847283482375 74.60878762024211
26.442082846635003 74.6351164920271,,,26.474946019561983 74.63010818458089,26.486664450982907 74.62307219722,26.486664450982907 74.62307219722
26.414398884819235 74.62475406359327,,,26.4222753990183 74.62958100439648,26.425408570249022 74.61372300154366,26.425408570249022 74.61372300154366
26.438482046994416 74.68049109420213,,,26.4384919707799 74.65820598311123,26.44150914724251 74.69150049937701,26.44150914724251 74.69150049937701
26.486489605483772 74.63047368526935,,,26.474257693386047 74.62059169312009,26.409915735907312 74.6421780014704,26.409915735907312 74.6421780014704
26.384732118247754 74.63451102099341,,,26.447784749312195 74.57902277105183,26.46921979547987 74.61260394488905,26.46921979547987 74.61260394488905
26.422870337980818 74.62337090041838,,,26.428349980036725 74.68487866999835,26.429222062166733 74.64982643567016,26.429222062166733 74.64982643567016
26.438704364546467 74.69995776663664,,,26.44346841497174 74.61334643489609,26.468998666792114 74.59854527701653,26.468998666792114 74.59854527701653
26.44855891658135 74.64662722459393,,,26.421926279031997 74.63730629902572,26.466771198964302 74.60936923020658,26.466771198964302 74.60936923020658
26.445671496062534 74.64723618641574,,,26.433221289055645 74.62600014887605,26.433928100172214 74.63440605554999,26.433928100172214 74.63440605554999
26.464762236028168 74.6363756484042,,,26.479625724546896 74.638656008799,26.41876675686136 74.64779752643818,26.41876675686136 74.64779752643818
26.413665057580314 74.65832328206972,,,26.467196895486016 74.67791914476845,26.4775844493412 74.65217228133655,26.4775844493412 74.65217228133655
26.456965296954102 74.59374807686937,,,26.456343147911657 74.59018538759706,26.44862818468041 74.60834912772275,26.44862818468041 74.60834912772275
26.45299571216607 74.58931166515882,,,26.474340374025918 74.59257983457415,26.492691885996333 74.61157690389861,26.492691885996333 74.61157690389861
26.39854912278958 74.65388847928173,,,26.43862181681315 74.67402438987169,26.393027627906946 74.63315415002967,26.393027627906946 74.63315415002967
26.488880844418052 74.64421543223591,,,26.464262328600896 74.67930451061882,26.48827059614761 74.6381857906489,26.48827059614761 74.6381857906489
26.479004803072353 74.59707097052578,,,26.486666620562062 74.66442363725798,26.433076288690987 74.60167235348744,26.433076288690987 74.60167235348744
26.455248124365895 74.6007178460115,,,26.49315415672642 74.65953532439654,26.511616680249343 74.64883910457954,26.511616680249343 74.64883910457954
26.463656514184617 74.61863057115015,,,26.421244603903276 74.6579738898854,26.434550149161428 74.6561714708232,26.434550149161428 74.6561714708232
26.451494923384423 74.67172041314429,,,26.491355921524338 74.61132751680765,26.452433840085863 74.61190409284154,26.452433840085863 74.61190409284154
26.42054457926783 74.663726243551,,,26.399374308311383 74.64729665269991,26.478420732938396 74.65055094056206,26.478420732938396 74.65055094056206
26.491843599428204 74.6522161151214,,,26.42094610234675 74.61302427981703,26.491455292087714 74.65160102653921,26.491455292087714 74.65160102653921
26.49492350784244 74.62621631587625,,,26.47897632317827 74.64135188981355,26.433406639047746 74.6063715989501,26.433406639047746 74.6063715989501
26.457864246754625 74.67742439110248,,,26.478045649270673 74.60950266725047,26.42158914145436 74.63737479777494,26.42158914145436 74.63737479777494
26.481622537166412 74.62287547976777,,,26.458923317717893 74.63354025293539,26.497545535262663 74.65315380422003,26.497545535262663 74.65315380422003
26.45106238415407 74.65623310901995,,,26.448428773820755 74.58120563426986,26.410850163400333 74.61556289985337,26.410850163400333 74.61556289985337
26.496659231720002 74.66018005433351,,,26.431601529699982 74.67397485690447,26.436875431066227 74.66906859213081,26.436875431066227 74.66906859213081
26.456599289153242 74.61007404720084,,,26.46308676633216 74.62041135488442,26.416670415371094 74.63464906968035,26.416670415371094 74.63464906968035
26.414058558430956 74.6408269824365,,,26.461847307395562 74.62556531036303,26.439390724430677 74.69844593632925,26.439390724430677 74.69844593632925
26.393768610807395 74.6335665511031,,,26.45813966246229 74.61796091292302,26.41444571294863 74.66453711160844,26.41444571294863 74.66453711160844
26.467406686015604 74.59041309129495,,,26.43379160979301 74.63203855672828,26.430736264707765 74.59970844204756,26.430736264707765 74.59970844204756
26.436048517034475 74.63605222206697,,,26.426359071631254 74.65065023748997,26.411801349018912 74.65344087205798,26.411801349018912 74.65344087205798
26.409488895776853 74.66314712946036,,,26.499276003091104 74.62531491499509,26.419472602783493 74.6410603282245,26.419472602783493 74.6410603282245
26.447275522586523 74.63754937309342,,,26.472778480518297 74.6317808510293,26.474137972575893 74.60467661058946,26.474137972575893 74.60467661058946
26.416246370370338 74.66480171998163,,,26.400918541151135 74.63019635334445,26.42053052147021 74.6607825842921,26.42053052147021 74.6607825842921
26.500542566683485 74.62404884143527,,,26.475265935527432 74.61794604024276,26.39265053518043 74.63799544932108,26.39265053518043 74.63799544932108
26.452929215147147 74.66996503372002,,,26.44305329241771 74.59613419136053,26.433733832040346 74.59929528686216,26.433733832040346 74.59929528686216
26.494923783987073 74.63674966715011,,,26.4727529411332 74.66701219674422,26.434618486250915 74.67815617120814,26.434618486250915 74.67815617120814
26.420253302062363 74.64529423258483,,,26.426519968911553 74.65703880143269,26.44402426042021 74.68668003417476,26.44402426042021 74.68668003417476
26.458081232475294 74.59763895794165,,,26.439682532503088 74.61276491429552,26.48048525048463 74.59965310385263,26.48048525048463 74.59965310385263
26.451575358062993 74.65121285906294,,,26.47737551596561 74.59323726531291,26.44656324327515 74.5830785827353,26.44656324327515 74.5830785827353
26.483209247951013 74.61085403806797,,,26.466383865880513 74.67566980015523,26.497729319915173 74.65944077615669,26.497729319915173 74.65944077615669
26.439058250290678 74.59885584309332,,,26.413584464563716 74.6339734147381,26.432809150631698 74.60153126675173,26.432809150631698 74.60153126675173
26.416497620605618 74.66206939096995,,,26.440294860948853 74.68658683129219,26.449277269556582 74.61621068920537,26.449277269556582 74.61621068920537
26.49546015929855 74.65531175224952,,,26.456351896077525 74.64439554153346,26.47645467967813 74.67156647888238,26.47645467967813 74.67156647888238
26.441053578443313 74.6241290729165,,,26.464722351068076 74.62167691832568,26.496602568698627 74.64882953727418,26.496602568698627 74.64882953727418
26.51374276272291 74.64348594420763,,,26.422436465957375 74.67445613816166,26.42229624215258 74.60481551107812,26.42229624215258 74.60481551107812
26.47494210064666 74.67594130911597,,,26.41594370256451 74.6281829266695,26.479272536088743 74.65534809109117,26.479272536088743 74.65534809109117
26.45952769586579 74.67430992679115,,,26.415418526570935 74.61083420042394,26.494843178499163 74.6390950034061,26.494843178499163 74.6390950034061
26.436237532975223 74.64168815096134,,,26.457211742642855 74.65806510020548,26.485976115613585 74.6275895258658,26.485976115613585 74.6275895258658
26.485938860553944 74.65364739922973,,,26.479248968940844 74.66572270839976,26.438727847781053 74.6728953035279,26.438727847781053 74.6728953035279
26.431421581388253 74.60058175291654,,,26.44790977520423 74.68809909574978,26.411358173859156 74.61369243270197,26.411358173859156 74.61369243270197
26.465511900336875 74.61222790211406,,,26.452043298983757 74.66774581830956,26.43551331123404 74.64786709135356,26.43551331123404 74.64786709135356
26.421536458297403 74.62504097907107,,,26.44337499421489 74.60943888453828,26.48663546258951 74.63639610991392,26.48663546258951 74.63639610991392
26.456988321449977 74.68885468460225,,,26.455795083024988 74.65951306007607,26.461148957762298 74.61176608362472,26.461148957762298 74.61176608362472
26.440292044313825 74.6833881937508,,,26.469791767361116 74.61907282784131,26.49012490858116 74.6355931484632,26.49012490858116 74.6355931484632
26.51404624104098 74.64450175853582,,,26.397154163289773 74.6216671179155,26.48856138723463 74.65528291525587,26.48856138723463 74.65528291525587
26.428490595026705 74.67028924313429,,,26.427546963045593 74.59669910334445,26.42591172979289 74.63875527898728,26.42591172979289 74.63875527898728
26.466661391044582 74.63060352684197,,,26.439493350825657 74.69693168141926,26.420945410673628 74.67040016281278,26.420945410673628 74.67040016281278
26.44835444889057 74.69398664848883,,,26.506919536956747 74.62784558508919,26.41879083977436 74.65339449018704,26.41879083977436 74.65339449018704
26.469217934692086 74.67942257032524,,,26.437459040425964 74.67494106224963,26.4957838792643 74.62210127919019,26.4957838792643 74.62210127919019
26.42032081775343 74.650335774158,,,26.406810291658662 74.61861287644113,26.425861161242203 74.65713945533106,26.425861161242203 74.65713945533106
26.422285148417608 74.6350759003826,,,26.486533686271482 74.66683150269837,26.38896845805549 74.62955433174272,26.38896845805549 74.62955433174272
26.441900971438926 74.63970534711406,,,26.48119429973994 74.64440974954701,26.387127077175595 74.63402392306082,26.387127077175595 74.63402392306082
26.434386714703084 74.62409224497371,,,26.433038171603684 74.64493378745257,26.47204566535251 74.61084346984059,26.47204566535251 74.61084346984059
26.421011779261573 74.65574081028375,,,26.450331974848165 74.68449312586101,26.459026517607754 74.64630546364586,26.459026517607754 74.64630546364586
26.50690040030766 74.64493172962173,,,26.484434509897852 74.66255332960036,26.443176212568073 74.66074101466984,26.443176212568073 74.66074101466984
26.481573897095164 74.66036740987919,,,26.46971888368457 74.60737251385089,26.46012305503336 74.59285200897486,26.46012305503336 74.59285200897486
26.459506752257994 74.61284657957822,,,26.480258325838655 74.66742821578427,26.457066299567845 74.60163161951611,26.457066299567845 74.60163161951611
26.457184515922386 74.65408614409411,,,26.393056940692954 74.64260911511793,26.462943741586663 74.65080319827943,26.462943741586663 74.65080319827943
26.485907178832697 74.6459718664346,,,26.463312239150913 74.67171115115428,26.491475138650692 74.62274530915185,26.491475138650692 74.62274530915185
26.467139280199557 74.65588189692956,,,26.478101342061304 74.62175326066965,26.416630471075266 74.63722314262358,26.416630471075266 74.63722314262358
26.469687610763522 74.67632788879524,,,26.463800961961997 74.61659015422065,26.469814688361026 74.67501091641886,26.469814688361026 74.67501091641886
26.48483178380896 74.60425189876761,,,26.42559831786879 74.62428431542638,26.47220926760445 74.597566565524,26.47220926760445 74.597566565524
26.446828298110894 74.6171450960604,,,26.39036126752799 74.64271204177096,26.455438221476555 74.60669172096901,26.455438221476555 74.60669172096901
26.47039306499439 74.61276666240146,,,26.485639179102034 74.64775387234181,26.450556773146133 74.62322219063684,26.450556773146133 74.62322219063684
26.454472165957718 74.6502472430897,,,26.459797340400158 74.60558599200715,26.44834503545335 74.6934681894056,26.44834503545335 74.6934681894056
26.467430653928645 74.6680677324168,,,26.44311985560376 74.69369700865232,26.443246338999028 74.68393891567973,26.443246338999028 74.68393891567973
26.41807062327433 74.65991109303111,,,26.51856037056257 74.64259623538086,26.459902167904154 74.65969858674077,26.459902167904154 74.65969858674077
26.47595089044875 74.67489780749561,,,26.425528994836252 74.63022297473763,26.459820494705895 74.66488654229188,26.459820494705895 74.66488654229188
26.4441740671391 74.6552678413572,,,26.392463048713072 74.62992223827847,26.451713640849885 74.60472331470176,26.451713640849885 74.60472331470176
26.455515672498233 74.64925605863085,,,26.44305988895932 74.66364186162794,26.453738090610063 74.67622791386867,26.453738090610063 74.67622791386867
26.44002449122277 74.6681778017811,,,26.465123387280773 74.59191782167858,26.48788631988375 74.65836966692528,26.48788631988375 74.65836966692528
26.432308262420985 74.59062203780185,,,26.464738548728352 74.60403548132469,26.40628912059692 74.6136474122967,26.40628912059692 74.6136474122967
26.460192743218077 74.64806086228981,,,26.501467543965344 74.63295823222109,26.480429166907903 74.62422600213725,26.480429166907903 74.62422600213725
26.48773248008462 74.61941178896853,,,26.42141496226456 74.67653362885511,26.45997286522288 74.59052912920464,26.45997286522288 74.59052912920464
26.474032599375974 74.64851272767137,,,26.471952658107966 74.6477468294805,26.45790905212849 74.66100107780402,26.45790905212849 74.66100107780402
26.439561811718143 74.67263753203505,,,26.439267128014585 74.63446036376642,26.433728207658604 74.64549423616417,26.433728207658604 74.64549423616417
26.4770177095037 74.61262569409337,,,26.43776408771642 74.6353931723395,26.422948005727715 74.6147119938938,26.422948005727715 74.6147119938938
