Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.966366848821046 75.7464705524341,,,,27.00789106351413 75.77738017909638,26.80434972645157 75.86758811253686
26.889540278524038 75.77284333436394,,,,26.839658559879958 75.8880465628417,26.890459901184954 75.86034185751714
26.89938489829741 75.74146286755486,,,,26.93381761015949 75.67099054018858,27.018650648086933 75.7690835381049
26.867488949993966 75.74577638710026,,,,26.9192269334535 75.71052115637848,26.912269652459916 75.7725312900467
26.94992476233627 75.78424736939597,,,,26.854904446782033 75.71584352905741,26.797252532941226 75.82729070201117
26.97111526411887 75.78455738836675,,,,26.899598616166443 75.84979283964404,26.773926141805962 75.82454980208392
26.804011364592178 75.78770742050447,,,,26.885046324844957 75.73960446842575,26.869746367861435 75.89159685497268
26.92586469353624 75.66944198244931,,,,26.9090174223148 75.83899856703309,26.900195177872646 75.79686149984427
26.82724100005981 75.85996596059213,,,,26.92395766381058 75.74079331653729,27.006060293060134 75.78667468953687
26.81862316387833 75.85866624288904,,,,26.99507969656505 75.77665281648673,26.937175868143985 75.7243848658792
26.834794801209412 75.73630661391256,,,,26.869649541619186 75.89911441460852,26.93652426914414 75.70675075722954
26.877885868753566 75.82908676206912,,,,26.913896667884202 75.8256263852478,26.908441991063395 75.69246813423365
26.815542359563253 75.7602576227572,,,,26.8109518897808 75.80271269943448,26.857781982284568 75.85499698770128
26.924475710318543 75.78843374431047,,,,26.87094044545068 75.89092760459386,26.83123870247123 75.75783203700757
26.945681209073342 75.71612704709585,,,,26.782084337825776 75.86019666551591,26.869057097420974 75.73463390310364
26.8924168397401 75.80124547788533,,,,26.893043593671116 75.92307060786978,26.87953513624423 75.68818430211297
26.78859275736448 75.87100596920955,,,,26.932770662347238 75.69125406949748,26.968411068772806 75.70793272658977
26.914106183773285 75.8696918488662,,,,26.83357100029974 75.76537954771851,26.88511929596391 75.90343082436144
26.926187523907352 75.74611167532677,,,,26.892615339106612 75.73711798897001,26.92486870189262 75.72469230215738
26.948712219558743 75.82923904621572,,,,26.87546610018165 75.86005479095907,26.925791622701116 75.88475782235075
26.8517459376551 75.80064992226791,,,,26.868217014686515 75.80642828121911,26.971228419854153 75.75687290232995
26.802684803343713 75.7774013752721,,,,26.826998664568553 75.8641451175933,26.83395665661344 75.82912379903294
26.878745041220323 75.92292020847465,,,,26.938362930063477 75.77393039752826,26.7922676947002 75.83884581369796
26.899388394558958 75.80528059300002,,,,26.939546859824002 75.76160947154087,26.795295590881192 75.8059155888525
26.90196772135606 75.6554829784806,,,,26.889202306934322 75.83337239504371,26.898753393662588 75.68930818278412
26.865459794590812 75.70286153758292,,,,26.977909627621333 75.80711946224669,26.834953685011094 75.75966321977445
26.816502927004265 75.77508580897074,,,,26.823763304206473 75.8404601870173,26.83878590866044 75.90121255028184
26.790681046057994 75.85484721194753,,,,26.90510728726381 75.75967426439274,26.866489107182183 75.86834487371158
26.982775115309177 75.74030180168432,,,,26.889103958687976 75.80836461686911,26.935714403008557 75.80053464363223
26.807263331234903 75.806391098138,,,,26.955074374613567 75.84510560612681,26.942166334556422 75.72699125415727
26.862766079115897 75.832777250456,,,,26.941600670950645 75.72806967933295,26.86370775801367 75.88360351626375
26.808647030123165 75.7686432664295,,,,26.85004281468747 75.73485831422325,26.925318816251405 75.80870483468418
26.79008385186204 75.86292086369176,,,,26.93825088667328 75.7583984628421,26.881663643428556 75.84158709148527
26.826768816822497 75.84903748552954,,,,26.883905718565288 75.74530452563039,26.953063386882828 75.68997478976029
26.92898323579974 75.70386723121655,,,,26.860437442623216 75.87221714429181,26.842303700527438 75.77452866083168
26.892177065561505 75.68900038383629,,,,26.82136483498532 75.75245663725066,26.89189543803057 75.891612226197
26.838553476701254 75.87637944765324,,,,26.861749835579683 75.78726602781092,26.81713197477021 75.7719729422705
26.808678896363215 75.79732401115653,,,,26.85696617460785 75.71059903522641,26.843987424977016 75.82116017536863
27.011196086960894 75.79046640443322,,,,26.904208120611944 75.74479050928622,26.86854422001241 75.78025158801972
26.749748737210126 75.84742642666605,,,,26.91884097808239 75.79288905461723,26.977747775145243 75.82941692206356
27.010746353118414 75.7764248889838,,,,26.913013699861377 75.8992295035669,26.88918368232655 75.75521688114993
26.82610340639448 75.83316296221906,,,,26.939882391122076 75.84516460332999,26.906643689515413 75.64914198031944
26.905952200618593 75.85719916991955,,,,26.885060561949967 75.91447178812662,26.968535145580415 75.83593091398811
26.86262962466082 75.757862608932,,,,26.81746399857238 75.80068627063211,26.84903106847614 75.72040976769615
26.96516057207538 75.76715785417161,,,,26.89313593765589 75.89531742153054,26.85480698142391 75.78584848800365
26.925044741990508 75.89307291916737,,,,26.91777416251297 75.67888328048774,26.854462321978566 75.81936293459354
26.913156549358586 75.70008187717886,,,,26.929034128104202 75.70227506255061,26.819200564085275 75.81991962879476
26.962083886951707 75.81131905967943,,,,26.92391584497531 75.68904306097578,26.983385411902976 75.80866313851881
26.887805609649973 75.87038099637184,,,,26.877555872369996 75.91994887685527,26.973939146905966 75.8342641641265
26.801758817994987 75.78281212540188,,,,26.93199879887275 75.68081137375997,26.84341004410574 75.8601278321438
26.913210725756684 75.71199328893601,,,,26.862896972225588 75.83881244012267,26.932611710101934 75.69863850940997
26.950662990657122 75.72475944703454,,,,26.89961720049732 75.83335715931871,26.812808567317163 75.84054863569527
26.8123902740783 75.76545994401005,,,,26.94226468929333 75.83096864373583,26.853927773662296 75.86055568002075
26.871553349875423 75.7698445674545,,,,26.908099321924976 75.73132294021137,26.863747052596622 75.88570974721138
26.874709477299206 75.92549424262772,,,,26.910441232037336 75.84685009691175,26.946223635833498 75.77162894638829
26.946735291526952 75.79104345466611,,,,26.966924155961884 75.80577788529442,26.8767705819987 75.78618624497572
26.884573632507742 75.7276832874961,,,,26.908079349442904 75.69426681263661,26.880664162992296 75.78725658102012
26.92641064731055 75.89229583732622,,,,26.874684739306776 75.7283132901084,26.921742131206475 75.6975636669714
26.945420415660482 75.86381372264583,,,,26.815018939918126 75.75776525575614,26.869489302610695 75.76419413352669
26.86433858034591 75.84757538970804,,,,26.781281142487526 75.85578578257837,26.923626430583738 75.70994634082489
26.94649795458199 75.74375254557691,,,,26.812076179541208 75.81949920920391,26.814644636348515 75.84714084256551
26.961047872187198 75.83443432738505,,,,26.785934578541106 75.86380330620783,26.85686891159059 75.88048982213812
26.897189770151677 75.8790421181909,,,,26.871742611648493 75.92621019217412,26.88729747760016 75.7614463028253
26.98791064363378 75.76798859083277,,,,26.888197026859338 75.85958052946278,26.946162815765984 75.77130553721555
26.823256295421512 75.77236587872018,,,,26.93319695733661 75.76533753637497,26.975461235129515 75.79919938206854
26.88172854993536 75.88947796988076,,,,26.85220592271683 75.77491298597128,26.95581203640645 75.80731085723662
26.88358460698398 75.79552043087273,,,,26.89876898012976 75.6707434433798,26.856511670206277 75.86069958402716
26.78597334805709 75.81935895623239,,,,26.874882166989096 75.700306941834,26.798869910924537 75.80513708484531
26.85681245278619 75.80299748777804,,,,26.91921246227973 75.85752750336262,26.818966836235774 75.87017042830587
26.868179037304394 75.89852696626826,,,,26.89067125650703 75.75598944264438,26.94076989362984 75.67947361855286
26.786762533449796 75.81043573870657,,,,26.901238234778063 75.78622921958885,26.879764079902273 75.94074593051634
26.972325979869428 75.8325121198856,,,,26.881378100067142 75.93525449442484,26.798152951094185 75.87256041785835
26.918997085821605 75.88531158257351,,,,26.92810785119644 75.86574683005571,26.846109092124035 75.74306432042489
26.902542843975297 75.73940302022899,,,,26.894406468490107 75.8307564428628,26.843963578254534 75.87855490868743
26.879637135589732 75.91181290310203,,,,26.907370414279473 75.85745153844228,26.910227513229476 75.71114604202924
26.95844413543133 75.82507336223458,,,,26.89873006304338 75.91172486547721,26.839339108679702 75.76137801570667
26.884291354455616 75.89682907773476,,,,26.96279868259189 75.72979039079682,26.886199645014372 75.90071000224972
26.750439654872306 75.84363448995236,,,,26.865203449768423 75.79060901498919,26.853276020197583 75.75098145746246
26.843260674274823 75.88340054775769,,,,26.81386664069948 75.82079945917715,26.940152236540364 75.84818654186006
26.813971196460802 75.86740388655898,,,,26.899513692144644 75.68781608880397,26.883823962827694 75.83220614656732
26.915939839536637 75.78776607103318,,,,26.904672893870618 75.90971532475481,26.889968745587883 75.82447205141584
26.99413710060931 75.77688729109143,,,,26.875210346844312 75.86349790175258,26.924440607703424 75.85396884654894
26.8713175626996 75.69698777587982,,,,26.888296943054225 75.85565459151219,26.935241506594043 75.75156255920639
26.90389342960594 75.8148474989747,,,,26.886500273108044 75.71118506312769,26.958719181843534 75.82165800595065
26.917666804759175 75.76468428191684,,,,26.867140576519443 75.84269494940607,26.92994453937099 75.669637852089
26.905351165465778 75.67513414892163,,,,26.91746434067624 75.71851665368959,26.899909676479822 75.72151070259088
26.892473790971398 75.93459037338845,,,,26.94222364812465 75.78115205530221,26.906342219671185 75.66762984023347
26.95924459141551 75.74453285887496,,,,26.769810552925815 75.83921858300977,26.93269279270273 75.6746632236132
26.770053165620617 75.85700896342247,,,,26.91391409308063 75.77327829580261,26.846696047833802 75.73809056581194
26.890618894369034 75.8571448161231,,,,26.984832477977424 75.81815570013642,26.798144733142713 75.7920758389437
26.79287448651608 75.85274596367825,,,,26.882667507486527 75.85671862787575,26.81013281132606 75.83474369936219
26.819160352431854 75.90126377908986,,,,26.921352880727333 75.89200473281454,26.902224233637813 75.76132480912858
26.81110274995911 75.8516847921544,,,,26.817909216193886 75.82299448577962,26.80365894102253 75.79090344335815
26.84454886606599 75.91277664218723,,,,26.83475002369025 75.74952081220069,26.9292101788172 75.73842412548888
26.855773045399328 75.85056921795855,,,,26.80742698984328 75.77043679696816,26.90288317566659 75.81163595150585
26.918520389426707 75.73159807820129,,,,26.830095178157055 75.84908298224812,26.987144687524687 75.76360484034659
26.93922145352016 75.72902963131109,,,,26.783870763147434 75.82963668275214,26.885577410683062 75.78886773371245
26.917583344407987 75.86541715816146,,,,26.846536494278553 75.8879192622117,26.828573987254604 75.87668998061932
26.885528675698545 75.86894218315588,,,,26.8635824536132 75.7987343031264,26.791697288955493 75.85635197312435
26.88599722541185 75.71310502007192,,,,26.92084236521215 75.685870203125,26.889039465518092 75.68384995210445
26.958607913579062 75.76407402634861,,,,26.94436017414715 75.79233389165516,26.84189269171629 75.85814379304367
26.846731393500132 75.82336856580287,,,,26.87825804045045 75.78303283115952,26.87921272027401 75.74105396241418
26.847020790073532 75.73458081198362,,,,26.87824794144503 75.92275647256511,26.889299644838196 75.88120665052568
26.841269408236407 75.77358284899603,,,,26.931370966305078 75.85663853982524,26.884752993605858 75.87861631248718
27.00559675129788 75.77700512081086,,,,26.844875625538492 75.87306949930664,26.86935495525109 75.7517685542433
26.981856696792384 75.82270550496328,,,,26.817280485940753 75.78873680282139,26.89441790784896 75.73797003784183
26.937880242820697 75.82193428305757,,,,26.886926918444516 75.76992682310899,26.954169306963333 75.70682006235494
26.916513825870204 75.90783364540867,,,,26.84444659663378 75.8124932162984,26.946912606706533 75.86432144944577
26.8197818227721 75.84085308838927,,,,26.91931764197386 75.7645048620402,26.879564934138024 75.86125319257708
26.96279871257002 75.84618531295997,,,,26.778530187211462 75.87165171142823,26.879004229219934 75.8354008041065
26.782121352413547 75.82877395202323,,,,26.852129355849204 75.83501827841077,26.86005303972798 75.88115410819377
26.987375272954264 75.75421635092405,,,,26.901641279175315 75.83003989118288,26.893861034099643 75.82228122235837
26.91508321461802 75.72085770678306,,,,26.96175594427436 75.75932452776527,26.90159024349197 75.70062943555666
26.84835688660077 75.7297089590543,,,,26.88778435477972 75.73305017324665,26.839498587258472 75.82267317665361
26.907665425867954 75.80005153708947,,,,26.941051060182335 75.843595534308,26.945089488747747 75.74632716532122
26.80774290348555 75.8074629880939,,,,26.89864880192114 75.81753225978044,26.85487378281577 75.7994819873316
26.91239100731564 75.77737445097863,,,,26.880453731759243 75.83865856911514,26.937216156782934 75.74560196573456
26.869136575980924 75.86876699730375,,,,26.93414435081865 75.77456115094922,26.888811804910063 75.93163209488907
26.903832769925327 75.79714191911314,,,,26.85304214018278 75.7718626987673,26.890043676235017 75.94059345716134
26.95271835072484 75.82532873436841,,,,26.89963605826539 75.8814998148867,26.90182705464162 75.76513239327709
26.883656884327348 75.8476206651882,,,,26.834918136809332 75.783249254598,26.92942313560417 75.74866919817363
26.82500518507288 75.90182303628625,,,,26.918458388048403 75.74139185786053,26.95010011957301 75.80598455291828
26.858036880732044 75.87158447813081,,,,26.87325457629608 75.88133260697583,26.975693196831134 75.77041677174155
26.94583451618596 75.68390009122993,,,,26.929923947431256 75.87095891312792,26.921277627187635 75.69533034398765
26.881197916619886 75.85964670739094,,,,26.986299520896164 75.73293782919997,26.83909362682171 75.84363058710316
26.964354005809327 75.76842202947515,,,,26.939901259021262 75.81340505394856,26.924952424337253 75.79364272682915
26.91817760892452 75.88283209672609,,,,26.83887649699345 75.81479740187497,26.846079281773008 75.86928918364707
26.9567939405889 75.79598494265825,,,,26.857468358323494 75.8081027471668,26.8806960828138 75.94399224933433
26.874782774820797 75.88760232768668,,,,26.841796209285206 75.75815435212203,26.953316980288466 75.8566152159725
26.85128978759596 75.78430179357953,,,,26.905755490275453 75.69503554737486,26.957237697174047 75.83439702357101
26.82637575560856 75.7623370445195,,,,26.799329828057928 75.88691355306786,26.912526681476315 75.66405961991939
26.86565363699456 75.82085740845233,,,,26.83821883467212 75.72984913135741,26.93934455075953 75.72104333185025
26.79393420353377 75.8112225081378,,,,26.92986892452074 75.85929821071333,26.74845446962558 75.83917656165873
26.869890738932913 75.84004496058552,,,,26.866100186980795 75.70034373678627,27.003392422109368 75.77884804281277
26.831471733494606 75.78109262085049,,,,26.77992041074146 75.84361670064725,26.834444994578007 75.74971992282663
26.910165479421018 75.81104614966769,,,,26.877712633507013 75.76738147390593,26.823860406564705 75.75209239538209
26.838153639420153 75.758492176,,,,26.88966546799203 75.85479745612778,26.923294194961773 75.88034974585267
26.866137869302857 75.86537288609304,,,,26.945485625667946 75.85330613175852,26.970534328467636 75.75793765523008
26.78313490163608 75.8209651064801,,,,26.864843015561878 75.74640908622942,26.81793675218678 75.80743504402253
26.77471006222725 75.84645612033431,,,,26.836971727680318 75.84896560819676,26.917319520443144 75.82176797819504
26.878930462174672 75.79974715215099,,,,26.779090085243947 75.79930908104852,26.888858040146868 75.7595137652775
26.91865809490034 75.67046979947264,,,,26.827782049279097 75.85015908372316,26.92673443435641 75.71328037060773
26.97508005573247 75.783153515883,,,,26.927327700067345 75.88940144032551,26.97174818060499 75.76624595477965
26.837123916184975 75.80257844737434,,,,26.90193836897546 75.7272536409721,26.97246085066667 75.81271460772786
26.882015053096197 75.75642622469917,,,,26.90618182868757 75.65407417115871,26.759059370140566 75.8555659826379
26.90224774599302 75.684034380037,,,,26.974343640030032 75.7905036612271,26.849526065880656 75.75824434765549
26.826818405794217 75.85112027124,,,,26.817799293716288 75.87591578225798,26.930658876858725 75.71598677663245
26.900602225375653 75.69721820548892,,,,26.919168856388993 75.86665160663071,27.00007148848634 75.74962799757854
26.764812269087358 75.84897548901424,,,,26.817518560257195 75.83143472704833,26.828943713546412 75.86174679267569
26.855074424072818 75.75739797129832,,,,26.866228891632044 75.87987431408081,26.855173034903856 75.72369477298646
26.855959652217233 75.83112757947535,,,,26.8680786119415 75.92855936303853,26.92076776940617 75.78547237478274
26.882901188400933 75.91375824598573,,,,26.82021022056327 75.8312113529964,26.962486626466678 75.80742423560287
26.960354679848475 75.8191822134992,,,,26.842290320892367 75.9165773237706,26.816227637243998 75.82501681101826
26.93161729080592 75.71720297506675,,,,26.820856139084498 75.80477870034693,26.89783843954588 75.78037368256726
26.86209319173248 75.86777426842053,,,,26.78097763580844 75.83190687014499,26.78382473297908 75.8517875882837
26.836673882099404 75.89710737259514,,,,26.88761996981621 75.68563949644872,26.86203788434258 75.72844640493375
26.94603630640225 75.8275737059028,,,,26.88587864833028 75.68508261208468,26.87977500153225 75.9104603855059
26.924536335257567 75.67210908111463,,,,26.839233432285493 75.89834710090494,26.853255911497772 75.75495818326638
26.77640080374405 75.82146208121706,,,,26.820439973073576 75.87577929589153,26.943445659129097 75.71657485278729
26.80211622902896 75.85548141616853,,,,26.939021512980077 75.82215908507779,26.99108271059157 75.78033711996129
26.877914767628713 75.88120546867638,,,,26.806596796276434 75.8925344270739,26.88378899857443 75.67615660034885
26.92391129377049 75.66516571906469,,,,26.910979484475007 75.88523606900876,26.964481399368523 75.8032545308577
26.78656717067492 75.87695278569663,,,,26.831226256993915 75.7524487307642,26.90693973534824 75.76140139071363
26.859464254205943 75.8060132090255,,,,26.86566005410277 75.78314592972312,26.871996761617677 75.83455602032866
26.9062767782524 75.8621716618643,,,,26.9122122071977 75.75894937127144,26.968607220341095 75.73281692293969
26.899231158239896 75.72210112290949,,,,26.92313020242716 75.76422500353807,26.83673082978891 75.78438523984404
26.922601563943346 75.73887607842988,,,,26.90304798806188 75.8584171466022,26.94525216405087 75.82119133822772
26.914562334124394 75.78184683264398,,,,27.002457214351047 75.75219618605132,26.912969577489733 75.85055277990847
26.918173510968682 75.75806482176893,,,,26.918528092602827 75.65930086889384,26.92567357618805 75.87717338163857
26.84811831296351 75.72737824439612,,,,26.888413843513096 75.82435571145594,26.924799159740832 75.8388829423321
26.883972513862812 75.89974069232646,,,,26.99314351023856 75.80368833587147,26.84185971415801 75.78137679554477
26.898018072609254 75.75856133302167,,,,26.969049081763682 75.83702242198261,26.846936347712298 75.91508553789384
26.88892430225153 75.71951307787202,,,,26.76509953323243 75.83219043162707,26.917702551364474 75.80609930166695
26.916976779280745 75.75758744959447,,,,26.929363539255768 75.70069709103636,26.89445373179346 75.90807393019435
26.886428006176285 75.69853087525429,,,,26.91207888312106 75.6638660662372,26.90185273893398 75.68355759480711
26.75314849844439 75.83549898213597,,,,26.890966485253063 75.73923965503704,26.930362532330083 75.80690292861259
26.810382039315826 75.77351062137564,,,,26.947287119648454 75.69404247924693,26.82409349892294 75.82901328125071
26.941092270254863 75.75902221288452,,,,26.88535486088162 75.92017515412559,26.87660386341998 75.873793068002
26.958549288711872 75.70946467132217,,,,26.938602475397992 75.72676346552107,26.8293450323412 75.7967489358465
26.920310352928272 75.70206748923648,,,,26.750779384190796 75.85045072636183,26.82007301346207 75.88881388506675
26.94548820342179 75.84551723729845,,,,26.88075928087894 75.85804029265519,26.952108982579492 75.69449023397902
26.98352853754372 75.76328443551878,,,,26.908412209934152 75.79378147863491,27.011012143805225 75.78848417796078
26.833698290084982 75.76141068981568,,,,26.910926591476194 75.85799017023547,26.86292100116846 75.79976149060045
26.92114536269303 75.71969145001252,,,,26.975455684481307 75.82418069230381,26.973652246445262 75.71609920443375
26.910936597799076 75.75696114033391,,,,26.93042019243964 75.69695584580737,26.79006131565567 75.86300450401464
26.94409177016939 75.74330583591195,,,,26.81324971648835 75.87952783542546,26.863411361240104 75.84824323967115
26.85634370667908 75.73574777126387,,,,26.91503904385562 75.82377302385068,26.83363668309992 75.84058722760979
26.85941221869449 75.91957885736744,,,,26.907782981780908 75.85521243667573,26.87444892804015 75.89156777719226
26.897059637169207 75.7429113251076,,,,26.863263670455794 75.88534946677626,26.85805684515411 75.74057927729876
26.892200528491554 75.89912710885099,,,,26.853527869898123 75.8933634827001,26.882147222605916 75.90516287238054
26.91833987550329 75.69152417751083,,,,26.852102533821206 75.80662828414314,26.862905706438823 75.74432169324655
26.848079859600233 75.80318061867905,,,,26.96831195967188 75.82755439875244,26.86205672986903 75.75487501388817
26.93824424662339 75.75799421576967,,,,26.93314644662421 75.86165742762464,26.928990768948594 75.8470811276287
27.001484670178506 75.78182809712725,,,,26.839242803155784 75.89194105330637,26.983356051250624 75.8096569614966
26.897998545016307 75.82039188542397,,,,26.85051358746437 75.75126842026646,26.96159717224228 75.76099478267166
26.845468459515494 75.91357185368864,,,,26.845427631227338 75.80509645839821,26.872714387999576 75.81358818598146
26.863195122596515 75.87267571625128,,,,26.9928735352709 75.8092215724176,26.960407082719097 75.733830156515
26.8314200801776 75.83068734334529,,,,26.907897671762598 75.87477085876955,26.901651335142464 75.92259574092007
26.925286922382778 75.81465909903172,,,,26.888240436672557 75.83588229750944,26.938614740918776 75.83649849771777
26.91910462691051 75.64835744406106,,,,26.90283071189086 75.75401761637245,26.967343849870346 75.7918709120948
26.99265229309419 75.7832652836518,,,,26.84208795557702 75.88903850841834,26.761641424732375 75.83307158964575
26.857576993899826 75.90891219766546,,,,26.866122249188958 75.89707755757496,26.866828934054773 75.92705476316245
26.935178011575875 75.88010728337002,,,,26.98497444886741 75.80534757226896,26.87709514823717 75.92872268759973
26.876472804620146 75.84259315881582,,,,26.975187458957375 75.75687477062888,26.756445209363957 75.85631464828741
26.841181712065048 75.81275971372497,,,,26.846178822330096 75.877962148811,26.84734915409591 75.920700555262
26.952506683471732 75.85892412876092,,,,26.91910072972252 75.69446255043228,26.824123370728255 75.87882203183965
26.93130109540512 75.66041444607794,,,,26.889707767209686 75.9174746840849,26.939251722648557 75.8645540717806
26.840898539237593 75.7800175845389,,,,26.803471991873817 75.83711242662804,26.99300667081527 75.7562865602796
26.84849968851151 75.74644012798609,,,,26.86456833330954 75.93014122387021,26.958583669310176 75.71424230855968
26.837403851298767 75.74242042511828,,,,26.856327951319276 75.90558201571258,26.82235046708015 75.8100189550749
26.93461959983543 75.84160055058042,,,,26.755357734119745 75.85017224379432,26.821330051628337 75.86028193141819
26.81243046800208 75.79610162190887,,,,26.912017086874336 75.73191778092185,26.917556583957325 75.88365541122059
26.802106184581998 75.87317277630316,,,,26.813995779887982 75.8343895779225,26.84522124074123 75.7434566376062
26.84002068825046 75.89917907769292,,,,26.755742198256748 75.85068696789826,26.901919076039714 75.76046187914544
26.88186546269788 75.90742365700979,,,,26.918170023289427 75.8127370464666,26.823359212923332 75.75902667353697
26.829238258130548 75.80989387061601,,,,26.864543087290624 75.84434076021623,26.94732533859813 75.82044829923508
26.978830241812453 75.75328702198824,,,,26.997467923012707 75.77788802686622,26.903049114112505 75.71821975819472
26.89015016992821 75.76296145715739,,,,26.88471653271016 75.69411973421562,26.87657995476525 75.74462085909398
26.81717277493298 75.79315165334228,,,,26.88145316666182 75.77760747922866,26.982363535744387 75.78729127679158
26.855615969486543 75.87503263333686,,,,26.933069720782274 75.84188777194693,26.895948547009393 75.85804161154036
26.855522244859078 75.90762419765032,,,,26.87450557793097 75.69092854812017,26.921473303137198 75.83190078370866
26.874535503400285 75.91784926210164,,,,26.939760524443493 75.68656409225673,27.008176077150438 75.76493039912039
26.878059658273937 75.91285943197684,,,,26.910007624269902 75.6886266448802,26.906486267392047 75.75052721979067
26.795311652610664 75.87622238092743,,,,26.933301135710423 75.8821405703916,26.978506547121977 75.72559008443787
26.939353332738143 75.6959805740851,,,,26.90391717669611 75.91837777589714,26.90724489086276 75.83554662203579
26.85628712778718 75.7877247714339,,,,26.92777761247557 75.80801184866016,26.995865192785732 75.80973190149471
26.921834689174233 75.70406836907446,,,,26.956370456701062 75.712662003331,26.831412894724178 75.81117654935927
26.961255366920717 75.7166665048996,,,,26.882808305129718 75.91699384449811,26.867548220966913 75.92804543265896
26.87142331095008 75.81875689965813,,,,26.88415644592026 75.92358999956411,26.781946473693132 75.82267788658825
26.89718587867021 75.72587593902958,,,,26.881775597152696 75.79879456615106,26.9342801433954 75.6925699719629
26.835834401271043 75.77902326591754,,,,26.88493007937248 75.7580171393398,26.985640232312868 75.79044407951753
26.837031663541623 75.75305127450284,,,,26.860745877237218 75.71190702581603,26.84350364057952 75.90085140805245
26.810828003223104 75.87838666364276,,,,26.8268190366205 75.86599988625868,26.956962152583856 75.75867647581681
26.849447556493068 75.778336412623,,,,26.951746776662148 75.68748335883728,26.847041865535832 75.80432161917521
26.869969932929216 75.74729323703826,,,,26.8307884835975 75.88666999283413,26.923231353823123 75.8048324664734
26.87919450357533 75.7796131051462,,,,26.799419995138386 75.84701314961545,26.90963884374128 75.84097721864694
26.959274014419243 75.81413397512954,,,,26.90707610033851 75.74150183773105,26.90341058572802 75.72787883719717
26.88221782440335 75.89104805174603,,,,26.9253729180484 75.86649438560195,26.84659214663895 75.7616863920401
26.842017416911048 75.75201427264983,,,,26.895608848324237 75.85689179739036,26.94529679948717 75.8195982126027
26.88008733729854 75.85445576667037,,,,26.818824367442254 75.80261211329726,26.839754404565937 75.73521676486962
26.897464004108844 75.7318850025864,,,,26.90146559147497 75.87921852834894,27.00295769822655 75.79122887644266
26.89686696747065 75.75921386706179,,,,27.00679116019258 75.76618512507416,26.888938775050093 75.75300754071395
26.83103744859254 75.7737219344503,,,,26.852762029231535 75.79095497679174,26.925917265129506 75.86336578551325
26.98325175191248 75.79591201172413,,,,27.003087730019086 75.77079846453178,26.87004289059586 75.88091916028067
26.942100746047732 75.71912121938819,,,,26.94916707939564 75.76815859008002,26.908381783158163 75.8415183702691
26.93088099925093 75.88848513579742,,,,26.880946035373665 75.70878107511969,26.83960230408686 75.90960187607922
26.859697451063074 75.83256256994783,,,,26.800159725987495 75.82563761692884,26.82827121985736 75.85474504868317
26.78206826290155 75.85128847479285,,,,26.851490660362654 75.82867179668925,26.904458015431487 75.8226750934355
26.986674935353328 75.76641865895266,,,,26.84563526063748 75.76125690362618,26.95157934209226 75.80145104045295
26.895400797710646 75.85636512153768,,,,26.84320356732997 75.86777960490724,26.820621051534438 75.88451885779936
26.91490501681778 75.84793829186648,,,,26.847690912217598 75.74195378269043,26.94658504928196 75.86183560677907
26.932188617944973 75.79809351935319,,,,26.79409970763641 75.81852844780788,26.787596855916785 75.79739574209032
26.900701859849605 75.77804312599312,,,,26.957611319833934 75.70936800624585,26.86529883613109 75.89225658901898
26.76443444067364 75.82549115449265,,,,26.993414345026714 75.80659734683108,26.97718686737627 75.77866894102078
26.892795916135636 75.77206530417364,,,,26.908902033974574 75.68006826187909,26.814171664825682 75.81319559863427
26.87657515411687 75.68479540205944,,,,26.8935503544844 75.89887537303761,26.879945943854704 75.72327659267101
26.930205615304228 75.71799197673248,,,,26.911449993106935 75.88296719187385,26.87090407126094 75.7678089320032
26.956340766705647 75.85855405843041,,,,26.950743019216056 75.79563901909412,26.88509814421605 75.68931053992925
26.935574560587884 75.6811867875791,,,,26.903338616741078 75.69533498922281,26.89646403819859 75.83892597207873
26.846593115526176 75.72969135722028,,,,26.97030661297989 75.74306970788639,26.803964323328245 75.81661230386968
26.926197511599785 75.67402248196866,,,,26.95636247304809 75.78686842937772,26.942117174161503 75.68708622715239
26.963434956141 75.81281629067922,,,,26.86290488608542 75.82819713944059,26.796078684738127 75.87386461233216
26.902725725950763 75.71823324257392,,,,26.885077309806295 75.78707340124187,26.88669934323184 75.91465256504718
26.95491332711576 75.75956648222383,,,,26.924438254280442 75.73363020346339,26.83029308273905 75.79129485203757
26.909145677174617 75.85596282425016,,,,26.894818153842444 75.91876263088494,26.828176629172756 75.75366621148137
26.97327948530478 75.7636706138843,,,,26.85033616652894 75.83124448917532,26.876300940259124 75.7640169825653
26.91427100384409 75.77002280792222,,,,26.92384885598394 75.88117375545987,26.800344722956225 75.88081985232866
26.86690960572132 75.76215329434308,,,,26.859743475521928 75.9111897637163,26.976220449800344 75.75400809528651
26.926310911822483 75.73728491106111,,,,26.983284713162213 75.81992532710066,26.900600162337497 75.77267354300268
26.816730720986968 75.77039678121042,,,,26.936829603764497 75.784032516367,26.87726968025709 75.77519227275211
26.86464177848278 75.71598480686933,,,,26.925943540185155 75.74988629570733,26.856975418663698 75.77210662155062
26.993688834713073 75.75181372634883,,,,26.92650477259684 75.74957312999993,26.91558090346761 75.68362190519574
26.838415994168944 75.88506964787065,,,,26.787772348192064 75.85327500729333,26.912592831393187 75.85462148448005
